delivery_id,delivery_partner,package_type,vehicle_type,delivery_mode,region,weather_condition,distance_km,package_weight_kg,delivery_time_hours,expected_time_hours,delayed,delivery_status,delivery_rating,delivery_cost,delivery_difference_hours
16178,fedex,electronics,ev van,same day,east,foggy,277.3,41.14,7,8,no,delivered,5,1609.92,-1
16179,ekart,cosmetics,van,standard,east,stormy,297.1,26.63,15,24,no,delivered,3,1574.39,-9
16180,delhivery,electronics,truck,same day,central,foggy,34.2,15.9,4,8,no,delivered,3,318.7,-4
16181,blue dart,electronics,bike,two day,west,foggy,265.0,16.17,8,16,no,delivered,3,1373.51,-8
16182,dhl,groceries,ev bike,standard,west,clear,20.6,11.09,2,24,no,delivered,4,136.27,-22
16183,xpressbees,groceries,truck,two day,central,rainy,281.6,20.57,8,16,no,delivered,4,1469.71,-8
16184,delhivery,groceries,bike,express,central,stormy,276.4,42.97,10,7,yes,delayed,3,1560.91,3
16185,delhivery,electronics,ev van,standard,west,cold,240.2,23.32,10,24,no,delivered,3,1270.96,-14
16186,ekart,furniture,van,express,west,clear,9.0,31.68,0,2,no,delivered,3,190.04,-2
16187,amazon logistics,groceries,ev van,standard,south,rainy,81.1,42.77,6,24,no,delivered,4,533.81,-18
16188,ecom express,automobile parts,ev van,express,west,cold,161.1,33.04,5,5,yes,delayed,3,954.62,0
16189,dhl,fragile items,van,standard,south,foggy,134.9,3.5,6,24,no,delivered,4,685.0,-18
16190,delhivery,groceries,bike,same day,south,rainy,132.9,20.69,12,8,yes,failed,1,826.57,4
16191,delhivery,cosmetics,bike,express,central,stormy,207.4,9.38,8,6,yes,delayed,2,1115.14,2
16192,amazon logistics,pharmacy,scooter,same day,east,rainy,44.7,17.78,3,8,no,delivered,3,376.84,-5
16193,fedex,furniture,scooter,standard,west,cold,190.1,30.96,5,24,no,delivered,5,1043.38,-19
16194,delhivery,automobile parts,van,standard,west,rainy,45.6,8.34,5,24,no,delivered,3,253.02,-19
16195,amazon logistics,pharmacy,ev van,express,west,stormy,80.1,20.62,5,3,yes,failed,1,512.36,2
16196,fedex,furniture,ev bike,same day,central,clear,177.8,33.27,3,8,no,delivered,4,1088.81,-5
16197,dhl,pharmacy,scooter,two day,central,cold,207.3,23.26,6,16,no,delivered,5,1106.28,-10
16198,fedex,fragile items,ev bike,two day,central,rainy,69.9,33.05,6,16,no,delivered,5,448.65,-10
16199,ekart,cosmetics,bike,standard,central,hot,93.8,49.52,4,24,no,delivered,5,617.95,-20
16200,ecom express,furniture,bike,two day,north,cold,228.9,14.83,5,16,no,delivered,3,1188.99,-11
16201,amazon logistics,clothing,truck,express,east,stormy,173.8,43.03,9,5,yes,delayed,3,1048.09,4
16202,blue dart,pharmacy,scooter,standard,west,clear,93.9,19.66,5,24,no,delivered,5,528.48,-19
16203,xpressbees,groceries,van,standard,central,foggy,164.9,47.18,8,24,no,delivered,5,966.04,-16
16204,blue dart,automobile parts,ev bike,two day,south,foggy,40.0,42.78,3,16,no,delivered,4,328.34,-13
16205,fedex,automobile parts,van,same day,central,clear,126.8,36.44,3,8,no,delivered,5,843.32,-5
16206,xpressbees,electronics,scooter,standard,west,foggy,236.5,29.32,7,24,no,delivered,5,1270.46,-17
16207,delhivery,automobile parts,ev van,two day,east,stormy,264.1,19.07,8,16,no,delivered,5,1377.71,-8
16208,xpressbees,automobile parts,scooter,express,south,hot,3.6,18.95,0,2,no,delivered,4,122.85,-2
16209,ekart,automobile parts,truck,standard,east,rainy,210.8,38.65,7,24,no,delivered,4,1169.95,-17
16210,xpressbees,furniture,bike,express,east,stormy,4.3,17.92,5,2,yes,failed,2,125.26,3
16211,fedex,documents,bike,two day,south,hot,223.6,46.56,9,16,no,delivered,5,1257.68,-7
16212,delhivery,pharmacy,ev bike,express,east,clear,255.0,0.67,9,7,yes,delayed,2,1326.2,2
16213,xpressbees,fragile items,ev van,standard,east,foggy,277.0,40.8,7,24,no,delivered,4,1507.4,-17
16214,ekart,furniture,bike,express,central,clear,29.0,38.08,3,2,yes,delayed,3,309.24,1
16215,ecom express,automobile parts,ev van,two day,north,hot,4.6,25.73,0,16,no,delivered,3,100.19,-16
16216,amazon logistics,documents,scooter,standard,west,stormy,111.2,44.05,7,24,no,delivered,4,688.15,-17
16217,blue dart,fragile items,ev van,express,north,stormy,77.0,2.32,7,3,yes,delayed,3,441.96,4
16218,shadowfax,electronics,truck,same day,south,hot,124.0,23.84,3,8,no,delivered,4,791.52,-5
16219,dhl,fragile items,ev bike,standard,central,cold,50.7,0.7,4,24,no,delivered,4,255.6,-20
16220,shadowfax,automobile parts,bike,same day,west,stormy,231.4,12.11,12,8,yes,failed,1,1293.33,4
16221,shadowfax,cosmetics,bike,two day,south,rainy,196.8,38.72,9,16,no,delivered,4,1100.16,-7
16222,ekart,pharmacy,ev van,same day,west,stormy,119.0,19.36,6,8,no,delivered,5,753.08,-2
16223,shadowfax,groceries,bike,standard,central,hot,211.1,19.16,4,24,no,delivered,3,1112.98,-20
16224,ekart,fragile items,ev van,same day,south,cold,103.9,21.64,2,8,no,delivered,3,684.42,-6
16225,ecom express,clothing,bike,two day,west,stormy,171.6,34.47,7,16,no,delivered,3,961.41,-9
16226,ecom express,documents,truck,standard,south,foggy,136.2,31.43,6,24,no,delivered,5,775.29,-18
16227,blue dart,clothing,van,standard,south,foggy,100.3,42.24,3,24,no,delivered,4,628.22,-21
16228,xpressbees,documents,van,same day,central,rainy,18.4,31.65,4,8,no,delivered,4,286.95,-4
16229,ecom express,furniture,ev bike,express,north,rainy,95.4,46.37,5,3,yes,delayed,3,666.11,2
16230,blue dart,groceries,bike,same day,north,hot,140.5,41.44,6,8,no,delivered,3,926.82,-2
16231,xpressbees,groceries,van,same day,north,cold,91.5,8.94,6,8,no,delivered,5,584.32,-2
16232,ecom express,documents,truck,standard,north,foggy,291.5,10.41,9,24,no,delivered,4,1488.73,-15
16233,ekart,groceries,van,same day,west,stormy,56.8,2.61,6,8,no,delivered,4,391.83,-2
16234,shadowfax,furniture,scooter,two day,east,cold,116.7,39.15,4,16,no,delivered,4,700.95,-12
16235,amazon logistics,clothing,bike,standard,north,foggy,205.9,18.8,9,24,no,delivered,4,1085.9,-15
16236,dhl,automobile parts,truck,same day,south,hot,81.6,39.91,3,8,no,delivered,5,627.73,-5
16237,ekart,automobile parts,bike,express,central,hot,152.3,35.7,3,5,no,delivered,5,918.6,-2
16238,dhl,fragile items,bike,same day,east,hot,216.0,42.18,7,8,no,delivered,4,1306.54,-1
16239,dhl,electronics,scooter,same day,west,stormy,288.4,24.72,14,8,yes,delayed,2,1616.16,6
16240,xpressbees,furniture,ev bike,same day,south,cold,162.9,40.83,6,8,no,delivered,4,1036.99,-2
16241,dhl,fragile items,bike,standard,central,foggy,219.1,46.44,9,24,no,delivered,4,1234.82,-15
16242,dhl,groceries,scooter,same day,south,hot,242.6,39.53,7,8,no,delivered,3,1431.59,-1
16243,ecom express,documents,bike,same day,central,rainy,105.1,8.69,8,8,yes,delayed,2,651.57,0
16244,shadowfax,pharmacy,truck,same day,east,clear,138.0,11.32,3,8,no,delivered,4,823.96,-5
16245,ecom express,electronics,scooter,standard,west,hot,259.9,26.07,12,24,no,delivered,4,1377.71,-12
16246,xpressbees,pharmacy,bike,two day,east,foggy,192.1,24.39,6,16,no,delivered,3,1033.67,-10
16247,amazon logistics,furniture,scooter,standard,west,hot,6.3,34.15,0,24,no,delivered,4,133.95,-24
16248,blue dart,cosmetics,scooter,standard,north,foggy,269.4,14.53,10,24,no,delivered,3,1390.59,-14
16249,ecom express,cosmetics,bike,express,west,foggy,121.9,36.21,7,4,yes,delayed,2,768.13,3
16250,ecom express,furniture,van,standard,east,foggy,215.7,38.4,7,24,no,delivered,4,1193.7,-17
16251,delhivery,pharmacy,truck,express,south,stormy,103.4,37.37,9,4,yes,delayed,2,679.11,5
16252,dhl,electronics,van,standard,west,rainy,158.5,30.83,11,24,no,delivered,5,884.99,-13
16253,dhl,automobile parts,van,standard,west,rainy,146.3,39.1,5,24,no,delivered,4,848.8,-19
16254,dhl,electronics,ev van,two day,west,rainy,21.3,42.0,5,16,no,delivered,4,232.5,-11
16255,amazon logistics,automobile parts,scooter,same day,central,stormy,118.7,3.97,6,8,no,delivered,4,705.41,-2
16256,xpressbees,automobile parts,van,express,south,stormy,75.3,23.92,4,3,yes,delayed,2,498.26,1
16257,blue dart,cosmetics,truck,express,north,cold,180.0,8.35,4,5,no,delivered,4,975.05,-1
16258,shadowfax,cosmetics,bike,express,east,hot,287.8,48.56,10,7,yes,delayed,2,1632.7206,3
16259,ecom express,electronics,ev van,same day,south,rainy,234.1,14.33,12,8,yes,delayed,2,1313.49,4
16260,dhl,automobile parts,truck,standard,south,rainy,274.0,4.37,7,24,no,delivered,5,1383.11,-17
16261,ecom express,furniture,ev bike,standard,west,rainy,148.3,34.38,6,24,no,delivered,5,844.64,-18
16262,shadowfax,groceries,scooter,express,north,rainy,16.1,16.79,2,2,yes,delayed,3,180.87,0
16263,ecom express,cosmetics,ev bike,standard,east,hot,74.2,6.42,2,24,no,delivered,4,390.26,-22
16264,ecom express,furniture,ev van,two day,east,stormy,144.8,28.56,10,16,no,delivered,5,809.68,-6
16265,delhivery,groceries,truck,express,north,rainy,108.4,7.86,7,4,yes,delayed,3,615.58,3
16266,amazon logistics,documents,scooter,same day,west,hot,138.6,7.85,6,8,no,delivered,5,816.55,-2
16267,blue dart,clothing,ev bike,express,central,rainy,261.6,14.21,8,7,yes,delayed,3,1400.63,1
16268,amazon logistics,automobile parts,ev van,standard,central,clear,4.9,18.91,0,24,no,delivered,5,95.6674,-24
16269,amazon logistics,pharmacy,ev bike,express,central,foggy,64.2,49.42,5,3,yes,delayed,3,519.26,2
16270,ekart,documents,truck,two day,north,clear,290.4,5.36,7,16,no,delivered,5,1468.08,-9
16271,delhivery,cosmetics,van,standard,south,hot,181.6,1.6,6,24,no,delivered,4,912.8,-18
16272,dhl,cosmetics,scooter,two day,east,foggy,111.0,36.3,5,16,no,delivered,4,663.9,-11
16273,ekart,clothing,ev bike,standard,east,stormy,61.4,34.72,8,24,no,delivered,4,411.16,-16
16274,fedex,clothing,van,same day,central,cold,129.3,1.77,3,8,no,delivered,3,751.81,-5
16275,delhivery,documents,scooter,same day,south,hot,242.9,31.06,4,8,no,delivered,4,1407.68,-4
16276,delhivery,electronics,van,same day,east,rainy,294.2,42.89,17,8,yes,delayed,3,1632.7206,9
16277,dhl,fragile items,bike,standard,west,foggy,79.8,2.69,5,24,no,delivered,4,407.07,-19
16278,xpressbees,clothing,truck,same day,central,cold,241.9,36.37,5,8,no,delivered,4,1418.61,-3
16279,ekart,fragile items,truck,standard,west,foggy,12.6,47.25,1,24,no,delivered,5,204.75,-23
16280,ekart,furniture,van,same day,west,cold,225.7,43.49,8,8,yes,delayed,2,1358.97,0
16281,blue dart,clothing,ev bike,two day,central,stormy,252.9,14.03,8,16,no,delivered,5,1306.59,-8
16282,ekart,fragile items,truck,two day,central,stormy,92.3,32.99,10,16,no,delivered,5,560.47,-6
16283,ekart,clothing,van,express,central,stormy,212.1,12.42,12,6,yes,delayed,3,1147.76,6
16284,ekart,automobile parts,ev bike,same day,west,cold,288.8,41.04,5,8,no,delivered,4,1632.7206,-3
16285,dhl,electronics,bike,standard,south,stormy,199.5,26.54,11,24,no,delivered,5,1077.12,-13
16286,ekart,pharmacy,truck,same day,north,foggy,178.2,31.2,7,8,no,delivered,5,1084.6,-1
16287,xpressbees,documents,bike,same day,west,foggy,25.7,15.94,1,8,no,delivered,5,276.32,-7
16288,dhl,furniture,truck,standard,west,stormy,66.0,39.28,9,24,no,delivered,4,447.84,-15
16289,xpressbees,fragile items,bike,two day,west,rainy,82.4,7.81,8,16,no,delivered,3,435.43,-8
16290,shadowfax,fragile items,ev van,express,north,hot,50.6,35.88,3,3,yes,delayed,3,410.64,0
16291,shadowfax,documents,bike,two day,central,foggy,28.6,35.63,5,16,no,delivered,4,249.89,-11
16292,shadowfax,electronics,van,standard,west,clear,264.3,7.96,5,24,no,delivered,5,1345.38,-19
16293,ecom express,documents,truck,standard,west,foggy,59.6,20.14,4,24,no,delivered,5,358.42,-20
16294,ekart,fragile items,van,same day,east,hot,259.1,40.19,7,8,no,delivered,4,1516.07,-1
16295,ecom express,furniture,scooter,standard,north,hot,281.2,39.8,7,24,no,delivered,5,1525.4,-17
16296,blue dart,cosmetics,scooter,two day,west,cold,125.3,46.01,3,16,no,delivered,3,764.53,-13
16297,blue dart,furniture,ev van,two day,south,cold,85.5,47.0,3,16,no,delivered,4,568.5,-13
16298,amazon logistics,furniture,bike,standard,north,stormy,240.1,45.84,12,24,no,delivered,5,1338.02,-12
16299,ecom express,electronics,ev bike,two day,north,stormy,293.6,34.7,14,16,no,delivered,4,1572.1,-2
16300,delhivery,electronics,scooter,express,north,rainy,44.8,10.27,7,2,yes,delayed,2,304.81,5
16301,shadowfax,cosmetics,bike,two day,south,cold,102.0,0.67,3,16,no,delivered,5,510.78,-13
16302,fedex,clothing,van,same day,north,clear,231.1,37.01,7,8,no,delivered,5,1366.53,-1
16303,blue dart,groceries,bike,express,north,cold,3.6,1.6,2,2,yes,delayed,3,95.6674,0
16304,fedex,groceries,ev bike,standard,south,rainy,114.3,7.9,7,24,no,delivered,5,595.2,-17
16305,xpressbees,pharmacy,ev bike,express,north,cold,37.8,32.75,2,2,no,delivered,4,337.25,0
16306,shadowfax,automobile parts,scooter,express,north,rainy,244.6,28.67,8,6,yes,delayed,2,1359.01,2
16307,fedex,cosmetics,ev bike,same day,south,hot,78.3,32.46,3,8,no,delivered,5,588.88,-5
16308,amazon logistics,pharmacy,ev bike,two day,north,cold,186.0,34.92,4,16,no,delivered,4,1034.76,-12
16309,ekart,fragile items,ev bike,two day,south,hot,172.8,43.97,7,16,no,delivered,5,995.91,-9
16310,shadowfax,furniture,bike,express,central,clear,278.8,24.51,8,7,yes,delayed,3,1517.53,1
16311,ekart,clothing,bike,standard,east,cold,24.4,17.79,1,24,no,delivered,5,175.37,-23
16312,ecom express,furniture,bike,same day,west,cold,144.8,34.79,4,8,no,delivered,4,928.37,-4
16313,ekart,automobile parts,ev bike,same day,east,stormy,268.6,22.7,10,8,yes,delayed,3,1511.1,2
16314,amazon logistics,fragile items,scooter,same day,east,hot,159.3,0.67,5,8,no,delivered,4,898.33,-3
16315,shadowfax,groceries,truck,same day,north,foggy,288.3,11.1,9,8,yes,failed,2,1574.8,1
16316,blue dart,documents,van,same day,west,hot,73.1,29.44,2,8,no,delivered,5,553.82,-6
16317,xpressbees,automobile parts,ev van,express,south,cold,144.5,36.17,3,4,no,delivered,5,881.01,-1
16318,ekart,electronics,scooter,standard,south,stormy,241.1,26.57,10,24,no,delivered,4,1285.21,-14
16319,ekart,automobile parts,ev bike,two day,south,rainy,134.6,5.31,8,16,no,delivered,5,688.93,-8
16320,dhl,cosmetics,bike,standard,west,clear,75.9,32.98,3,24,no,delivered,4,478.44,-21
16321,xpressbees,fragile items,ev van,standard,west,hot,34.0,20.36,1,24,no,delivered,4,231.08,-23
16322,dhl,documents,truck,standard,east,hot,254.5,11.54,6,24,no,delivered,4,1307.12,-18
16323,shadowfax,pharmacy,scooter,express,south,hot,43.5,18.81,3,2,yes,delayed,3,323.93,1
16324,fedex,documents,van,express,north,foggy,41.0,34.27,4,2,yes,delayed,3,357.81,2
16325,blue dart,electronics,ev bike,same day,central,hot,116.7,28.46,3,8,no,delivered,4,768.88,-5
16326,ekart,furniture,van,standard,west,clear,278.9,15.01,11,24,no,delivered,3,1439.53,-13
16327,ekart,automobile parts,bike,express,east,hot,173.9,43.04,7,5,yes,delayed,2,1048.62,2
16328,ekart,documents,scooter,same day,central,hot,109.7,41.05,5,8,no,delivered,5,771.65,-3
16329,ecom express,clothing,ev van,express,north,rainy,275.5,2.31,12,7,yes,delayed,2,1434.43,5
16330,dhl,automobile parts,van,same day,south,foggy,85.5,39.11,4,8,no,delivered,3,644.83,-4
16331,dhl,automobile parts,van,express,central,hot,8.6,28.49,1,2,no,delivered,4,178.47,-1
16332,xpressbees,fragile items,scooter,two day,north,stormy,108.1,3.43,9,16,no,delivered,3,550.79,-7
16333,amazon logistics,automobile parts,bike,express,south,stormy,189.4,23.34,8,5,yes,delayed,3,1067.02,3
16334,xpressbees,automobile parts,scooter,two day,west,clear,268.0,0.67,8,16,no,delivered,5,1341.17,-8
16335,fedex,automobile parts,ev van,express,east,hot,187.3,48.39,5,5,yes,failed,1,1131.67,0
16336,ecom express,automobile parts,truck,express,south,clear,175.8,36.09,5,5,yes,delayed,2,1037.27,0
16337,ecom express,cosmetics,van,two day,south,foggy,216.5,44.17,10,16,no,delivered,5,1215.01,-6
16338,blue dart,documents,truck,express,east,foggy,63.4,25.89,6,3,yes,delayed,3,444.67,3
16339,blue dart,furniture,ev bike,same day,south,hot,266.5,45.67,5,8,no,delivered,5,1569.51,-3
16340,dhl,groceries,ev van,standard,north,clear,177.3,11.07,3,24,no,delivered,5,919.71,-21
16341,amazon logistics,furniture,scooter,two day,west,clear,159.8,31.42,7,16,no,delivered,3,893.26,-9
16342,ecom express,cosmetics,ev bike,two day,north,stormy,192.5,5.92,8,16,no,delivered,3,980.26,-8
16343,xpressbees,documents,ev bike,same day,west,foggy,29.9,44.48,3,8,no,delivered,5,382.94,-5
16344,xpressbees,electronics,bike,express,west,clear,189.7,4.84,7,5,yes,delayed,2,1013.02,2
16345,ekart,pharmacy,ev van,express,central,hot,36.6,28.87,2,2,yes,delayed,2,319.61,0
16346,shadowfax,automobile parts,scooter,express,central,stormy,150.7,28.01,8,5,yes,delayed,2,887.53,3
16347,blue dart,fragile items,ev bike,express,central,stormy,247.0,8.58,9,6,yes,delayed,2,1310.74,3
16348,fedex,electronics,ev van,same day,east,foggy,44.8,27.43,4,8,no,delivered,3,406.29,-4
16349,blue dart,pharmacy,truck,standard,north,rainy,121.3,21.01,10,24,no,delivered,5,669.53,-14
16350,delhivery,furniture,scooter,express,central,rainy,189.7,2.32,9,5,yes,delayed,2,1005.46,4
16351,ecom express,groceries,ev van,express,central,cold,194.6,36.88,5,5,no,delivered,4,1133.64,0
16352,ecom express,cosmetics,van,express,south,hot,49.8,16.78,3,3,yes,delayed,3,349.34,0
16353,xpressbees,groceries,ev bike,express,south,cold,100.5,8.22,3,4,no,delivered,3,577.16,-1
16354,shadowfax,automobile parts,ev bike,express,north,foggy,6.1,4.51,3,2,yes,delayed,2,95.6674,1
16355,ekart,automobile parts,scooter,two day,south,cold,239.0,34.46,6,16,no,delivered,5,1298.38,-10
16356,shadowfax,pharmacy,truck,express,south,rainy,244.2,21.1,8,6,yes,failed,1,1334.3,2
16357,xpressbees,furniture,scooter,standard,central,stormy,160.5,48.08,12,24,no,delivered,5,946.74,-12
16358,fedex,pharmacy,bike,two day,south,foggy,293.4,47.82,16,16,yes,delayed,2,1610.46,0
16359,ekart,automobile parts,ev bike,express,north,rainy,34.0,9.84,3,2,yes,delayed,3,249.52,1
16360,dhl,documents,scooter,same day,west,foggy,191.9,5.16,7,8,no,delivered,5,1074.98,-1
16361,amazon logistics,fragile items,truck,two day,west,hot,61.0,25.12,1,16,no,delivered,5,380.36,-15
16362,ekart,pharmacy,bike,same day,central,stormy,105.3,9.41,6,8,no,delivered,4,654.73,-2
16363,ecom express,electronics,truck,same day,west,cold,14.3,22.85,3,8,no,delivered,4,240.05,-5
16364,xpressbees,cosmetics,scooter,same day,south,stormy,42.3,6.33,7,8,no,delivered,3,330.49,-1
16365,ecom express,clothing,scooter,standard,west,stormy,110.2,22.35,11,24,no,delivered,3,618.05,-13
16366,fedex,furniture,bike,standard,central,rainy,171.7,6.1,6,24,no,delivered,5,876.8,-18
16367,ekart,automobile parts,ev van,standard,central,hot,146.4,49.44,4,24,no,delivered,4,880.32,-20
16368,delhivery,fragile items,truck,express,east,rainy,293.0,7.06,14,7,yes,delayed,2,1536.18,7
16369,fedex,cosmetics,truck,two day,south,clear,240.1,7.71,5,16,no,delivered,4,1223.63,-11
16370,dhl,electronics,van,same day,north,hot,16.8,8.04,2,8,no,delivered,5,208.12,-6
16371,blue dart,fragile items,ev van,two day,south,hot,9.1,18.1,1,16,no,delivered,5,99.8,-15
16372,ecom express,groceries,bike,express,east,rainy,272.1,8.7,12,7,yes,failed,1,1436.6,5
16373,ecom express,electronics,van,two day,central,cold,158.8,22.44,4,16,no,delivered,5,861.32,-12
16374,dhl,automobile parts,bike,same day,east,stormy,295.9,20.76,15,8,yes,failed,2,1632.7206,7
16375,xpressbees,clothing,ev bike,standard,west,stormy,12.5,37.74,4,24,no,delivered,5,175.72,-20
16376,dhl,documents,ev van,same day,west,cold,275.8,35.36,7,8,no,delivered,5,1585.08,-1
16377,fedex,clothing,ev bike,same day,east,hot,201.2,45.43,7,8,no,delivered,4,1242.29,-1
16378,shadowfax,pharmacy,bike,express,west,hot,143.9,46.56,4,4,no,delivered,5,909.18,0
16379,dhl,fragile items,ev bike,two day,central,stormy,81.3,14.11,8,16,no,delivered,5,448.83,-8
16380,amazon logistics,furniture,scooter,express,west,rainy,153.6,11.55,6,5,yes,delayed,3,852.65,1
16381,blue dart,fragile items,van,same day,west,clear,209.8,40.78,5,8,no,delivered,3,1271.34,-3
16382,xpressbees,automobile parts,truck,same day,west,clear,68.0,17.46,3,8,no,delivered,3,492.38,-5
16383,ecom express,fragile items,van,standard,central,rainy,249.0,41.48,11,24,no,delivered,4,1369.44,-13
16384,amazon logistics,clothing,scooter,standard,west,rainy,255.5,48.76,10,24,no,delivered,5,1423.78,-14
16385,delhivery,clothing,truck,two day,north,rainy,192.3,22.18,7,16,no,delivered,5,1028.04,-9
16386,blue dart,documents,scooter,two day,south,clear,154.8,43.68,5,16,no,delivered,5,905.04,-11
16387,shadowfax,pharmacy,ev bike,two day,south,rainy,271.8,20.39,10,16,no,delivered,4,1420.17,-6
16388,ecom express,fragile items,bike,standard,central,stormy,108.9,25.27,7,24,no,delivered,4,620.31,-17
16389,amazon logistics,documents,ev bike,same day,north,stormy,186.7,39.53,7,8,no,delivered,5,1152.09,-1
16390,ecom express,pharmacy,ev van,standard,south,foggy,134.3,42.37,6,24,no,delivered,5,798.61,-18
16391,blue dart,clothing,ev bike,express,west,cold,94.6,0.67,3,3,no,delivered,3,524.77,0
16392,fedex,furniture,truck,two day,east,stormy,278.0,3.4,13,16,no,delivered,5,1400.2,-3
16393,xpressbees,fragile items,van,express,north,stormy,77.1,35.54,8,3,yes,delayed,2,542.12,5
16394,shadowfax,groceries,truck,express,west,hot,191.4,19.91,7,5,yes,delayed,3,1066.73,2
16395,xpressbees,clothing,truck,express,north,cold,84.0,31.72,2,3,no,delivered,4,565.16,-1
16396,blue dart,groceries,ev van,express,north,rainy,181.5,18.13,9,5,yes,delayed,2,1011.89,4
16397,fedex,cosmetics,bike,standard,central,cold,228.1,45.77,8,24,no,delivered,5,1277.81,-16
16398,fedex,automobile parts,truck,express,east,foggy,136.1,27.92,6,4,yes,delayed,2,814.26,2
16399,ecom express,pharmacy,truck,two day,east,cold,130.8,22.69,5,16,no,delivered,5,722.07,-11
16400,blue dart,cosmetics,scooter,standard,north,foggy,148.2,44.48,7,24,no,delivered,4,874.44,-17
16401,ekart,groceries,van,express,north,hot,161.2,3.93,5,5,no,delivered,5,867.79,0
16402,delhivery,automobile parts,van,same day,south,hot,153.8,34.49,3,8,no,delivered,5,972.47,-5
16403,blue dart,fragile items,bike,express,south,foggy,48.7,12.33,4,2,yes,delayed,3,330.49,2
16404,ecom express,automobile parts,van,same day,west,foggy,179.8,10.29,4,8,no,delivered,5,1029.87,-4
16405,amazon logistics,fragile items,scooter,express,south,foggy,228.3,23.27,9,6,yes,delayed,2,1261.31,3
16406,ekart,furniture,van,standard,central,rainy,219.9,42.21,11,24,no,delivered,5,1226.13,-13
16407,xpressbees,automobile parts,scooter,two day,south,cold,198.9,21.21,4,16,no,delivered,4,1058.13,-12
16408,shadowfax,pharmacy,ev bike,two day,south,cold,118.9,2.19,3,16,no,delivered,3,601.07,-13
16409,ecom express,pharmacy,ev van,express,north,clear,160.4,24.32,7,5,yes,delayed,3,924.96,2
16410,ekart,pharmacy,bike,standard,central,clear,236.8,19.25,9,24,no,delivered,3,1241.75,-15
16411,ecom express,clothing,scooter,express,west,hot,42.5,30.18,3,2,yes,delayed,2,353.04,1
16412,dhl,fragile items,bike,two day,east,stormy,144.6,23.13,12,16,no,delivered,5,792.39,-4
16413,xpressbees,groceries,van,same day,central,hot,140.5,18.01,2,8,no,delivered,5,856.53,-6
16414,dhl,pharmacy,van,same day,west,rainy,190.1,46.19,7,8,no,delivered,5,1189.07,-1
16415,xpressbees,fragile items,van,same day,east,stormy,216.8,31.61,13,8,yes,delayed,2,1278.83,5
16416,dhl,clothing,bike,two day,central,foggy,66.1,35.24,4,16,no,delivered,5,436.22,-12
16417,amazon logistics,documents,ev van,standard,south,clear,56.4,12.42,2,24,no,delivered,5,319.26,-22
16418,shadowfax,automobile parts,ev van,two day,west,cold,46.4,24.88,2,16,no,delivered,5,306.64,-14
16419,ekart,groceries,ev van,two day,east,cold,191.8,12.71,8,16,no,delivered,3,997.13,-8
16420,ecom express,pharmacy,van,two day,east,stormy,179.6,27.6,9,16,no,delivered,5,980.8,-7
16421,xpressbees,pharmacy,ev bike,express,west,clear,54.5,5.52,2,3,no,delivered,3,339.06,-1
16422,dhl,fragile items,bike,two day,east,hot,180.2,47.05,8,16,no,delivered,3,1042.15,-8
16423,blue dart,furniture,truck,two day,central,rainy,235.4,6.96,9,16,no,delivered,5,1197.88,-7
16424,ecom express,groceries,truck,two day,west,stormy,45.6,15.88,7,16,no,delivered,5,275.64,-9
16425,xpressbees,electronics,ev bike,express,east,rainy,63.0,7.25,5,3,yes,delayed,3,386.75,2
16426,xpressbees,furniture,ev bike,two day,central,hot,67.1,15.08,1,16,no,delivered,4,380.74,-15
16427,amazon logistics,pharmacy,bike,two day,central,foggy,199.4,4.81,8,16,no,delivered,4,1011.43,-8
16428,shadowfax,cosmetics,van,standard,east,foggy,268.8,45.52,7,24,no,delivered,5,1480.56,-17
16429,ekart,fragile items,van,express,south,cold,16.8,17.41,3,2,yes,delayed,2,186.23,1
16430,ekart,cosmetics,van,two day,central,clear,257.9,27.44,9,16,no,delivered,5,1371.82,-7
16431,delhivery,furniture,truck,two day,west,cold,124.5,29.57,5,16,no,delivered,4,711.21,-11
16432,delhivery,electronics,ev bike,same day,south,cold,250.1,9.99,7,8,no,delivered,5,1380.47,-1
16433,xpressbees,documents,truck,same day,east,cold,249.9,48.94,5,8,no,delivered,4,1496.32,-3
16434,amazon logistics,groceries,scooter,two day,west,stormy,193.8,44.54,11,16,no,delivered,3,1102.62,-5
16435,blue dart,automobile parts,truck,express,west,clear,73.6,10.37,2,3,no,delivered,5,449.11,-1
16436,shadowfax,cosmetics,truck,same day,west,cold,9.7,47.42,3,8,no,delivered,3,290.76,-5
16437,blue dart,automobile parts,scooter,two day,west,hot,51.8,47.7,2,16,no,delivered,4,402.1,-14
16438,dhl,automobile parts,truck,express,north,hot,97.1,29.73,3,3,no,delivered,4,624.69,0
16439,amazon logistics,clothing,truck,standard,south,rainy,231.6,4.37,13,24,no,delivered,3,1171.11,-11
16440,amazon logistics,electronics,ev bike,standard,east,hot,214.3,1.67,7,24,no,delivered,5,1076.51,-17
16441,ecom express,pharmacy,van,same day,south,clear,157.5,27.59,7,8,no,delivered,5,970.27,-1
16442,ekart,documents,ev van,express,west,stormy,10.6,28.57,4,2,yes,delayed,2,188.71,2
16443,ecom express,fragile items,truck,same day,south,hot,36.1,44.5,2,8,no,delivered,5,414.0,-6
16444,amazon logistics,furniture,ev van,express,west,cold,278.5,36.18,6,7,no,delivered,4,1551.04,-1
